Country,CountryCode,Name,Sport,Sport-short,Event,Medal
RPC,RPC,PIKALOVA Daria,Swimming,SWM,Mixed 4x100m Freestyle Relay - 49 Points,Gold Medal
RPC,RPC,SOTNIKOV Vladimir,Swimming,SWM,Mixed 4x100m Freestyle Relay - 49 Points,Gold Medal
Great Britain,GBR,APPLEGATE Jessica-Jane,Swimming,SWM,Mixed 4x100m Freestyle Relay - S14,Gold Medal
Great Britain,GBR,CATCHPOLE Jordan,Swimming,SWM,Mixed 4x100m Freestyle Relay - S14,Gold Medal
Great Britain,GBR,DUNN Reece,Swimming,SWM,Mixed 4x100m Freestyle Relay - S14,Gold Medal
Great Britain,GBR,FIRTH Bethany,Swimming,SWM,Mixed 4x100m Freestyle Relay - S14,Gold Medal
People's Republic of China,CHN,JIA Hongguang,Swimming,SWM,Mixed 4x50m Freestyle Relay - 20 Points,Gold Medal
People's Republic of China,CHN,LU Dong,Swimming,SWM,Mixed 4x50m Freestyle Relay - 20 Points,Gold Medal
People's Republic of China,CHN,WANG Lichao,Swimming,SWM,Mixed 4x50m Freestyle Relay - 20 Points,Gold Medal
People's Republic of China,CHN,YAO Cuan,Swimming,SWM,Mixed 4x50m Freestyle Relay - 20 Points,Gold Medal
People's Republic of China,CHN,YUAN Weiyi,Swimming,SWM,Mixed 4x50m Freestyle Relay - 20 Points,Gold Medal
People's Republic of China,CHN,ZHANG Li,Swimming,SWM,Mixed 4x50m Freestyle Relay - 20 Points,Gold Medal
People's Republic of China,CHN,ZHENG Tao,Swimming,SWM,Mixed 4x50m Freestyle Relay - 20 Points,Gold Medal
People's Republic of China,CHN,ZHOU Yanfei,Swimming,SWM,Mixed 4x50m Freestyle Relay - 20 Points,Gold Medal
Republic of Korea,KOR,JOO Young Dae,Table Tennis,TTE,Men's Singles - Class 1,Gold Medal
France,FRA,LAMIRAULT Fabien,Table Tennis,TTE,Men's Singles - Class 2,Gold Medal
People's Republic of China,CHN,FENG Panfeng,Table Tennis,TTE,Men's Singles - Class 3,Gold Medal
Turkey,TUR,OZTURK Abdullah,Table Tennis,TTE,Men's Singles - Class 4,Gold Medal
Germany,GER,BAUS Valentin,Table Tennis,TTE,Men's Singles - Class 5,Gold Medal
United States of America,USA,SEIDENFELD Ian,Table Tennis,TTE,Men's Singles - Class 6,Gold Medal
People's Republic of China,CHN,YAN Shuo,Table Tennis,TTE,Men's Singles - Class 7,Gold Medal
People's Republic of China,CHN,ZHAO Shuai,Table Tennis,TTE,Men's Singles - Class 8,Gold Medal
Belgium,BEL,DEVOS Laurens,Table Tennis,TTE,Men's Singles - Class 9,Gold Medal
Poland,POL,CHOJNOWSKI Patryk,Table Tennis,TTE,Men's Singles - Class 10,Gold Medal
Hungary,HUN,PALOS Peter,Table Tennis,TTE,Men's Singles - Class 11,Gold Medal
France,FRA,LAMIRAULT Fabien,Table Tennis,TTE,Men's Team - Classes 1-2,Gold Medal
France,FRA,MOLLIENS Stephane,Table Tennis,TTE,Men's Team - Classes 1-2,Gold Medal
People's Republic of China,CHN,FENG Panfeng,Table Tennis,TTE,Men's Team - Class 3,Gold Medal
People's Republic of China,CHN,ZHAI Xiang,Table Tennis,TTE,Men's Team - Class 3,Gold Medal
People's Republic of China,CHN,ZHAO Ping,Table Tennis,TTE,Men's Team - Class 3,Gold Medal
People's Republic of China,CHN,CAO Ningning,Table Tennis,TTE,Men's Team - Class 4-5,Gold Medal
People's Republic of China,CHN,GUO Xingyuan,Table Tennis,TTE,Men's Team - Class 4-5,Gold Medal
People's Republic of China,CHN,ZHANG Yan,Table Tennis,TTE,Men's Team - Class 4-5,Gold Medal
People's Republic of China,CHN,CHEN Chao,Table Tennis,TTE,Men's Team - Classes 6-7,Gold Medal
People's Republic of China,CHN,LIAO Keli,Table Tennis,TTE,Men's Team - Classes 6-7,Gold Medal
People's Republic of China,CHN,YAN Shuo,Table Tennis,TTE,Men's Team - Classes 6-7,Gold Medal
People's Republic of China,CHN,PENG Weinan,Table Tennis,TTE,Men's Team - Class 8,Gold Medal
People's Republic of China,CHN,YE Chao Qun,Table Tennis,TTE,Men's Team - Class 8,Gold Medal
People's Republic of China,CHN,ZHAO Shuai,Table Tennis,TTE,Men's Team - Class 8,Gold Medal
People's Republic of China,CHN,LIAN Hao,Table Tennis,TTE,Men's Team - Class 9-10,Gold Medal
People's Republic of China,CHN,ZHAO Yi Qing,Table Tennis,TTE,Men's Team - Class 9-10,Gold Medal
People's Republic of China,CHN,LIU Jing,Table Tennis,TTE,Women's Singles - Classes 1-2,Gold Medal
People's Republic of China,CHN,XUE Juan,Table Tennis,TTE,Women's Singles - Class 3,Gold Medal
People's Republic of China,CHN,ZHOU Ying,Table Tennis,TTE,Women's Singles - Class 4,Gold Medal
People's Republic of China,CHN,ZHANG Bian,Table Tennis,TTE,Women's Singles - Class 5,Gold Medal
Ukraine,UKR,LYTOVCHENKO Maryna,Table Tennis,TTE,Women's Singles - Class 6,Gold Medal
Netherlands,NED,van ZON Kelly,Table Tennis,TTE,Women's Singles - Class 7,Gold Medal
People's Republic of China,CHN,MAO Jingdian,Table Tennis,TTE,Women's Singles - Class 8,Gold Medal
Australia,AUS,LEI Li Na,Table Tennis,TTE,Women's Singles - Class 9,Gold Medal
Australia,AUS,YANG Qian,Table Tennis,TTE,Women's Singles - Class 10,Gold Medal
RPC,RPC,PROKOFEVA Elena,Table Tennis,TTE,Women's Singles - Class 11,Gold Medal
People's Republic of China,CHN,LI Qian,Table Tennis,TTE,Women's Team - Classes 1-3,Gold Medal
People's Republic of China,CHN,LIU Jing,Table Tennis,TTE,Women's Team - Classes 1-3,Gold Medal
People's Republic of China,CHN,XUE Juan,Table Tennis,TTE,Women's Team - Classes 1-3,Gold Medal
People's Republic of China,CHN,ZHANG Bian,Table Tennis,TTE,Women's Team - Classes 4-5,Gold Medal
People's Republic of China,CHN,ZHANG Miao,Table Tennis,TTE,Women's Team - Classes 4-5,Gold Medal
People's Republic of China,CHN,ZHOU Ying,Table Tennis,TTE,Women's Team - Classes 4-5,Gold Medal
People's Republic of China,CHN,HUANG Wenjuan,Table Tennis,TTE,Women's Team - Classes 6-8,Gold Medal
People's Republic of China,CHN,MAO Jingdian,Table Tennis,TTE,Women's Team - Classes 6-8,Gold Medal
People's Republic of China,CHN,WANG Rui,Table Tennis,TTE,Women's Team - Classes 6-8,Gold Medal
Poland,POL,PARTYKA Natalia,Table Tennis,TTE,Women's Team - Classes 9-10,Gold Medal
Poland,POL,PEK Karolina,Table Tennis,TTE,Women's Team - Classes 9-10,Gold Medal
Brazil,BRA,SODARIO TORQUATO Nathan Cesar,Taekwondo,TKW,Men K44 -61kg,Gold Medal
Mexico,MEX,GARCIA LOPEZ Juan Diego,Taekwondo,TKW,Men K44 -75kg,Gold Medal
Islamic Republic of Iran,IRI,AZIZIAGHDAM Asghar,Taekwondo,TKW,Men K44 +75kg,Gold Medal
Peru,PER,ESPINOZA CARRANZA Leonor,Taekwondo,TKW,Women K44 -49kg,Gold Medal
Denmark,DEN,GJESSING Lisa,Taekwondo,TKW,Women K44 -58kg,Gold Medal
Uzbekistan,UZB,NAIMOVA Guljonoy,Taekwondo,TKW,Women K44 +58kg,Gold Medal
Netherlands,NED,PLAT Jetze,Triathlon,TRI,Men's PTWC,Gold Medal
United States of America,USA,SNYDER Brad,Triathlon,TRI,Men's PTVI,Gold Medal
France,FRA,HANQUINQUANT Alexis,Triathlon,TRI,Men's PTS4,Gold Medal
Germany,GER,SCHULZ Martin,Triathlon,TRI,Men's PTS5,Gold Medal
United States of America,USA,SEELY Allysa,Triathlon,TRI,Women's PTS2,Gold Medal
United States of America,USA,GRETSCH Kendall,Triathlon,TRI,Women's PTWC,Gold Medal
Spain,ESP,RODRIGUEZ Susana,Triathlon,TRI,Women's PTVI,Gold Medal
Great Britain,GBR,STEADMAN Lauren,Triathlon,TRI,Women's PTS5,Gold Medal
United States of America,USA,BELL Brian,Wheelchair Basketball,WBK,Men,Gold Medal
United States of America,USA,BOIE John,Wheelchair Basketball,WBK,Men,Gold Medal
United States of America,USA,HINZE Nate,Wheelchair Basketball,WBK,Men,Gold Medal
United States of America,USA,JENIFER Trevon,Wheelchair Basketball,WBK,Men,Gold Medal
United States of America,USA,LESPERANCE Matt,Wheelchair Basketball,WBK,Men,Gold Medal
United States of America,USA,NEISWENDER Ryan,Wheelchair Basketball,WBK,Men,Gold Medal
United States of America,USA,PAYE Michael,Wheelchair Basketball,WBK,Men,Gold Medal
United States of America,USA,SANCHEZ Jorge,Wheelchair Basketball,WBK,Men,Gold Medal
United States of America,USA,SCOTT Matt,Wheelchair Basketball,WBK,Men,Gold Medal
United States of America,USA,SERIO Steve,Wheelchair Basketball,WBK,Men,Gold Medal
United States of America,USA,TUREK Joshua,Wheelchair Basketball,WBK,Men,Gold Medal
United States of America,USA,WILLIAMS Jacob,Wheelchair Basketball,WBK,Men,Gold Medal
Netherlands,NED,ARTS Ilse,Wheelchair Basketball,WBK,Women,Gold Medal
Netherlands,NED,BEIJER Mariska,Wheelchair Basketball,WBK,Women,Gold Medal
Netherlands,NED,de ROOIJ Carina,Wheelchair Basketball,WBK,Women,Gold Medal
Netherlands,NED,FRELINK Lindsay,Wheelchair Basketball,WBK,Women,Gold Medal
Netherlands,NED,KORVER Cher,Wheelchair Basketball,WBK,Women,Gold Medal
Netherlands,NED,KRAMER Bo,Wheelchair Basketball,WBK,Women,Gold Medal
Netherlands,NED,PRONK Saskia,Wheelchair Basketball,WBK,Women,Gold Medal
Netherlands,NED,TAGGENBROCK Anouk,Wheelchair Basketball,WBK,Women,Gold Medal
Netherlands,NED,van der SPRONG Julia,Wheelchair Basketball,WBK,Women,Gold Medal
Netherlands,NED,van HEES Sylvana,Wheelchair Basketball,WBK,Women,Gold Medal
Netherlands,NED,VISSER Jitske,Wheelchair Basketball,WBK,Women,Gold Medal
Netherlands,NED,WIMMENHOEVE Xena,Wheelchair Basketball,WBK,Women,Gold Medal
Great Britain,GBR,GILLIVER Piers,Wheelchair Fencing,WFE,Men's Épée Individual - Category A,Gold Medal
RPC,RPC,KUZYUKOV Alexander,Wheelchair Fencing,WFE,Men's Épée Individual - Category B,Gold Medal
People's Republic of China,CHN,SUN Gang,Wheelchair Fencing,WFE,Men's Foil Individual - Category A,Gold Medal
People's Republic of China,CHN,FENG Yanke,Wheelchair Fencing,WFE,Men's Foil Individual - Category B,Gold Medal
People's Republic of China,CHN,LI Hao,Wheelchair Fencing,WFE,Men's Sabre Individual - Category A,Gold Medal
People's Republic of China,CHN,FENG Yanke,Wheelchair Fencing,WFE,Men's Sabre Individual - Category B,Gold Medal
RPC,RPC,KUZYUKOV Alexander,Wheelchair Fencing,WFE,Men's Épée Team,Gold Medal
RPC,RPC,SHABUROV Maxim,Wheelchair Fencing,WFE,Men's Épée Team,Gold Medal
RPC,RPC,YUSUPOV Artur,Wheelchair Fencing,WFE,Men's Épée Team,Gold Medal
People's Republic of China,CHN,HU Daoliang,Wheelchair Fencing,WFE,Men's Foil Team,Gold Medal
People's Republic of China,CHN,LI Hao,Wheelchair Fencing,WFE,Men's Foil Team,Gold Medal
People's Republic of China,CHN,SUN Gang,Wheelchair Fencing,WFE,Men's Foil Team,Gold Medal
Hungary,HUN,VERES Amarilla,Wheelchair Fencing,WFE,Women's Épée Individual - Category A,Gold Medal
People's Republic of China,CHN,TAN Shumei,Wheelchair Fencing,WFE,Women's Épée Individual - Category B,Gold Medal
People's Republic of China,CHN,GU Haiyan,Wheelchair Fencing,WFE,Women's Foil Individual - Category A,Gold Medal
Italy,ITA,VIO Beatrice Maria,Wheelchair Fencing,WFE,Women's Foil Individual - Category B,Gold Medal
People's Republic of China,CHN,BIAN Jing,Wheelchair Fencing,WFE,Women's Sabre Individual - Category A,Gold Medal
People's Republic of China,CHN,TAN Shumei,Wheelchair Fencing,WFE,Women's Sabre Individual - Category B,Gold Medal
People's Republic of China,CHN,BIAN Jing,Wheelchair Fencing,WFE,Women's Épée Team,Gold Medal
People's Republic of China,CHN,RONG Jing,Wheelchair Fencing,WFE,Women's Épée Team,Gold Medal
People's Republic of China,CHN,TAN Shumei,Wheelchair Fencing,WFE,Women's Épée Team,Gold Medal
People's Republic of China,CHN,GU Haiyan,Wheelchair Fencing,WFE,Women's Foil Team,Gold Medal
People's Republic of China,CHN,RONG Jing,Wheelchair Fencing,WFE,Women's Foil Team,Gold Medal
People's Republic of China,CHN,ZHOU Jingjing,Wheelchair Fencing,WFE,Women's Foil Team,Gold Medal
Great Britain,GBR,BHUTA Ayaz,Wheelchair Rugby,WRU,Mixed,Gold Medal
Great Britain,GBR,COGGAN Jonathan,Wheelchair Rugby,WRU,Mixed,Gold Medal
Great Britain,GBR,COWLING Ryan,Wheelchair Rugby,WRU,Mixed,Gold Medal
Great Britain,GBR,CUMMINS Nicholas,Wheelchair Rugby,WRU,Mixed,Gold Medal
Great Britain,GBR,GRIMES Kylie,Wheelchair Rugby,WRU,Mixed,Gold Medal
Great Britain,GBR,PHIPPS Aaron,Wheelchair Rugby,WRU,Mixed,Gold Medal
Great Britain,GBR,ROBERTS Jim,Wheelchair Rugby,WRU,Mixed,Gold Medal
Great Britain,GBR,ROBINSON Stuart,Wheelchair Rugby,WRU,Mixed,Gold Medal
Great Britain,GBR,RYAN Chris,Wheelchair Rugby,WRU,Mixed,Gold Medal
Great Britain,GBR,SMITH Jack,Wheelchair Rugby,WRU,Mixed,Gold Medal
Great Britain,GBR,STEAD Jamie,Wheelchair Rugby,WRU,Mixed,Gold Medal
Great Britain,GBR,WALKER Gavin,Wheelchair Rugby,WRU,Mixed,Gold Medal
France,FRA,HOUDET Stephane,Wheelchair Tennis,WTE,Men's Doubles,Gold Medal
France,FRA,PEIFER Nicolas,Wheelchair Tennis,WTE,Men's Doubles,Gold Medal
Japan,JPN,KUNIEDA Shingo,Wheelchair Tennis,WTE,Men's Singles,Gold Medal
Netherlands,NED,SCHRODER Sam,Wheelchair Tennis,WTE,Quad Doubles,Gold Medal
Netherlands,NED,VINK Niels,Wheelchair Tennis,WTE,Quad Doubles,Gold Medal
Australia,AUS,ALCOTT Dylan,Wheelchair Tennis,WTE,Quad Singles,Gold Medal
Netherlands,NED,de GROOT Diede,Wheelchair Tennis,WTE,Women's Doubles,Gold Medal
Netherlands,NED,van KOOT Aniek,Wheelchair Tennis,WTE,Women's Doubles,Gold Medal
Netherlands,NED,de GROOT Diede,Wheelchair Tennis,WTE,Women's Singles,Gold Medal
Turkey,TUR,TURKMENOGLU Nihat,Archery,ARC,Men's Individual - W1,Silver Medal
Islamic Republic of Iran,IRI,BIABANI Ramezan,Archery,ARC,Men's Individual Compound - Open,Silver Medal
People's Republic of China,CHN,ZHAO Lixue,Archery,ARC,Men's Individual Recurve - Open,Silver Medal
Czech Republic,CZE,MUSILOVA Sarka,Archery,ARC,Women's Individual - W1,Silver Medal
Chile,CHI,ZUNIGA VARELA Mariana,Archery,ARC,Women's Individual Compound - Open,Silver Medal
Italy,ITA,PETRILLI Vincenza,Archery,ARC,Women's Individual Recurve - Open,Silver Medal
Czech Republic,CZE,DRAHONINSKY David,Archery,ARC,Mixed Team - W1,Silver Medal
Czech Republic,CZE,MUSILOVA Sarka,Archery,ARC,Mixed Team - W1,Silver Medal
Turkey,TUR,CURE Oznur,Archery,ARC,Mixed Team Compound - Open,Silver Medal
Turkey,TUR,KORKMAZ Bulent,Archery,ARC,Mixed Team Compound - Open,Silver Medal
Italy,ITA,MIJNO Elisabetta,Archery,ARC,Mixed Team Recurve - Open,Silver Medal
Italy,ITA,TRAVISANI Stefano,Archery,ARC,Mixed Team Recurve - Open,Silver Medal
France,FRA,ADOLPHE Timothee,Athletics,ATH,Men's 100m - T11,Silver Medal
United States of America,USA,MALONE Noah,Athletics,ATH,Men's 100m - T12,Silver Medal
Algeria,ALG,ATHMANI Skander Djamil,Athletics,ATH,Men's 100m - T13,Silver Medal
Kuwait,KUW,ALMUTAIRI Ahmad,Athletics,ATH,Men's 100m - T33,Silver Medal
Australia,AUS,McCRACKEN Rheed,Athletics,ATH,Men's 100m - T34,Silver Medal
Ukraine,UKR,TSVIETOV Ihor,Athletics,ATH,Men's 100m - T35,Silver Medal
Australia,AUS,TURNER James,Athletics,ATH,Men's 100m - T36,Silver Medal
RPC,RPC,VDOVIN Andrei,Athletics,ATH,Men's 100m - T37,Silver Medal
People's Republic of China,CHN,ZHU Dening,Athletics,ATH,Men's 100m - T38,Silver Medal
Poland,POL,DERUS Michal,Athletics,ATH,Men's 100m - T47,Silver Medal
Finland,FIN,PIISPANEN Toni,Athletics,ATH,Men's 100m - T51,Silver Medal
Japan,JPN,OYA Yuki,Athletics,ATH,Men's 100m - T52,Silver Medal
Canada,CAN,LAKATOS Brent,Athletics,ATH,Men's 100m - T53,Silver Medal
Finland,FIN,TAHTI Leo Pekka,Athletics,ATH,Men's 100m - T54,Silver Medal
Brazil,BRA,GONCALVES RODRIGUES Vinicius,Athletics,ATH,Men's 100m - T63,Silver Medal
Costa Rica,CRC,GUITY GUITY Sherman Isidro,Athletics,ATH,Men's 100m - T64,Silver Medal
Japan,JPN,WADA Shinya,Athletics,ATH,Men's 1500m - T11,Silver Medal
Tunisia,TUN,JEBABLI Rouay,Athletics,ATH,Men's 1500m - T13,Silver Medal
RPC,RPC,RABOTNITSKII Alexandr,Athletics,ATH,Men's 1500m - T20,Silver Medal
Algeria,ALG,KRAI Abdelkrim,Athletics,ATH,Men's 1500m - T38,Silver Medal
Bulgaria,BUL,STOYANOV Hristiyan,Athletics,ATH,Men's 1500m - T46,Silver Medal
United States of America,USA,MARTIN Raymond,Athletics,ATH,Men's 1500m - T52,Silver Medal
Thailand,THA,WAHORAM Prawat,Athletics,ATH,Men's 1500m - T54,Silver Medal
Ukraine,UKR,TSVIETOV Ihor,Athletics,ATH,Men's 200m - T35,Silver Medal
RPC,RPC,VDOVIN Andrei,Athletics,ATH,Men's 200m - T37,Silver Medal
Belgium,BEL,GENYN Peter,Athletics,ATH,Men's 200m - T51,Silver Medal
Great Britain,GBR,WHITEHEAD Richard,Athletics,ATH,Men's 200m - T61,Silver Medal
Germany,GER,STRENG Felix,Athletics,ATH,Men's 200m - T64,Silver Medal
Namibia,NAM,SHIKONGO Ananias,Athletics,ATH,Men's 400m - T11,Silver Medal
United States of America,USA,MALONE Noah,Athletics,ATH,Men's 400m - T12,Silver Medal
Morocco,MAR,AMGUOUN Mohamed,Athletics,ATH,Men's 400m - T13,Silver Medal
Venezuela,VEN,RODRIGUEZ BOLIVAR Luis Felipe,Athletics,ATH,Men's 400m - T20,Silver Medal
RPC,RPC,SHVETSOV Evgenii,Athletics,ATH,Men's 400m - T36,Silver Medal
United States of America,USA,MAYHUGH Nick,Athletics,ATH,Men's 400m - T37,Silver Medal
Tunisia,TUN,CHIDA Mohamed Farhat,Athletics,ATH,Men's 400m - T38,Silver Medal
Brazil,BRA,de MORAES Thomaz Ruan,Athletics,ATH,Men's 400m - T47,Silver Medal
United States of America,USA,MARTIN Raymond,Athletics,ATH,Men's 400m - T52,Silver Medal
Canada,CAN,LAKATOS Brent,Athletics,ATH,Men's 400m - T53,Silver Medal
Thailand,THA,PAENG-NUEA Athiwat,Athletics,ATH,Men's 400m - T54,Silver Medal
Netherlands,NED,HENDRIKS Olivier,Athletics,ATH,Men's 400m - T62,Silver Medal
Japan,JPN,KARASAWA Kenya,Athletics,ATH,Men's 5000m - T11,Silver Medal
Australia,AUS,CLIFFORD Jaryd,Athletics,ATH,Men's 5000m - T13,Silver Medal
Canada,CAN,LAKATOS Brent,Athletics,ATH,Men's 5000m - T54,Silver Medal
United Arab Emirates,UAE,ALHAMMADI Mohamed,Athletics,ATH,Men's 800m - T34,Silver Medal
Canada,CAN,LAKATOS Brent,Athletics,ATH,Men's 800m - T53,Silver Medal
People's Republic of China,CHN,DAI Yunqiang,Athletics,ATH,Men's 800m - T54,Silver Medal
Greece,GRE,KONSTANTINIDIS Athanasios,Athletics,ATH,Men's Club Throw - F32,Silver Medal
Serbia,SRB,DIMITRIJEVIC Zeljko,Athletics,ATH,Men's Club Throw - F51,Silver Medal
Islamic Republic of Iran,IRI,OLAD Mahdi,Athletics,ATH,Men's Discus Throw - F11,Silver Medal
Ukraine,UKR,ZHABNYAK Mykola,Athletics,ATH,Men's Discus Throw - F37,Silver Medal
Croatia,CRO,SANDOR Velimir,Athletics,ATH,Men's Discus Throw - F52,Silver Medal
India,IND,KATHUNIYA Yogesh,Athletics,ATH,Men's Discus Throw - F56,Silver Medal
Croatia,CRO,KATANUSIC Ivan,Athletics,ATH,Men's Discus Throw - F64,Silver Medal
India,IND,NISHAD KUMAR,Athletics,ATH,Men's High Jump - T47,Silver Medal
United States of America,USA,WISE Dallas,Athletics,ATH,Men's High Jump - T47,Silver Medal
India,IND,THANGAVELU Mariyappan,Athletics,ATH,Men's High Jump - T63,Silver Medal
India,IND,PRAVEEN KUMAR,Athletics,ATH,Men's High Jump - T64,Silver Medal
Islamic Republic of Iran,IRI,PIROUJ Ali,Athletics,ATH,Men's Javelin Throw - F13,Silver Medal
Colombia,COL,VALENCIA Mauricio,Athletics,ATH,Men's Javelin Throw - F34,Silver Medal
Ukraine,UKR,BILYI Vladyslav,Athletics,ATH,Men's Javelin Throw - F38,Silver Medal
Islamic Republic of Iran,IRI,BEIT SAYAH Sadegh,Athletics,ATH,Men's Javelin Throw - F41,Silver Medal
India,IND,DEVENDRA,Athletics,ATH,Men's Javelin Throw - F46,Silver Medal
RPC,RPC,KUZNETSOV Aleksei,Athletics,ATH,Men's Javelin Throw - F54,Silver Medal
Islamic Republic of Iran,IRI,PAPI Amanolah,Athletics,ATH,Men's Javelin Throw - F57,Silver Medal
Australia,AUS,BURIAN Michal,Athletics,ATH,Men's Javelin Throw - F64,Silver Medal
United States of America,USA,GILLETTE Lex,Athletics,ATH,Men's Long Jump - T11,Silver Medal
Cuba,CUB,SAVON PINEDA Leinier,Athletics,ATH,Men's Long Jump - T12,Silver Medal
Spain,ESP,CANO BLANCO Ivan Jose,Athletics,ATH,Men's Long Jump - T13,Silver Medal
Greece,GRE,PRODROMOU Athanasios,Athletics,ATH,Men's Long Jump - T20,Silver Medal
New Zealand,NZL,STEDMAN William,Athletics,ATH,Men's Long Jump - T36,Silver Medal
Argentina,ARG,IMPELLIZZERI Brian Lionel,Athletics,ATH,Men's Long Jump - T37,Silver Medal
People's Republic of China,CHN,ZHONG Huanghao,Athletics,ATH,Men's Long Jump - T38,Silver Medal
United States of America,USA,TOWNSEND Roderick,Athletics,ATH,Men's Long Jump - T47,Silver Medal
Germany,GER,SCHAEFER Leon,Athletics,ATH,Men's Long Jump - T63,Silver Medal
France,FRA,PAVADE Dimitri,Athletics,ATH,Men's Long Jump - T64,Silver Medal
Australia,AUS,CLIFFORD Jaryd,Athletics,ATH,Men's Marathon - T12,Silver Medal
Brazil,BRA,PIRES da SILVA Alex Douglas,Athletics,ATH,Men's Marathon - T46,Silver Medal
People's Republic of China,CHN,ZHANG Yong,Athletics,ATH,Men's Marathon - T54,Silver Medal
Brazil,BRA,da SILVA Alessandro Rodrigo,Athletics,ATH,Men's Shot Put - F11,Silver Medal
Ukraine,UKR,DANYLIUK Roman,Athletics,ATH,Men's Shot Put - F12,Silver Medal
Ukraine,UKR,YAROVYI Oleksandr,Athletics,ATH,Men's Shot Put - F20,Silver Medal
RPC,RPC,CHURKIN Aleksei,Athletics,ATH,Men's Shot Put - F32,Silver Medal
Algeria,ALG,KARDJENA Kamel,Athletics,ATH,Men's Shot Put - F33,Silver Medal
Morocco,MAR,NOUIRI Azeddine,Athletics,ATH,Men's Shot Put - F34,Silver Medal
Argentina,ARG,URRA Hernan Emanuel,Athletics,ATH,Men's Shot Put - F35,Silver Medal
Tunisia,TUN,GUENICHI Yassine,Athletics,ATH,Men's Shot Put - F36,Silver Medal
Tunisia,TUN,BEN MOSLAH Ahmed,Athletics,ATH,Men's Shot Put - F37,Silver Medal
Iraq,IRQ,TNAIASH Garrah,Athletics,ATH,Men's Shot Put - F40,Silver Medal
United States of America,USA,LANDRY Hagan,Athletics,ATH,Men's Shot Put - F41,Silver Medal
RPC,RPC,PROKHOROV Nikita,Athletics,ATH,Men's Shot Put - F46,Silver Medal
Islamic Republic of Iran,IRI,MOKHTARI HEMAMI Alireza,Athletics,ATH,Men's Shot Put - F53,Silver Medal
Bulgaria,BUL,RUZHDI Ruzhdi,Athletics,ATH,Men's Shot Put - F55,Silver Medal
Brazil,BRA,BORGES Marco Aurelio,Athletics,ATH,Men's Shot Put - F57,Silver Medal
Islamic Republic of Iran,IRI,MOHAMMADIAN Sajad,Athletics,ATH,Men's Shot Put - F63,Silver Medal
People's Republic of China,CHN,LIU Cuiqing,Athletics,ATH,Women's 100m - T11,Silver Medal
Ukraine,UKR,BOTURCHUK Oksana,Athletics,ATH,Women's 100m - T12,Silver Medal
Azerbaijan,AZE,VALIYEVA Lamiya,Athletics,ATH,Women's 100m - T13,Silver Medal
Great Britain,GBR,ADENEGAN Kare,Athletics,ATH,Women's 100m - T34,Silver Medal
Australia,AUS,HOLT Isis,Athletics,ATH,Women's 100m - T35,Silver Medal
RPC,RPC,IVANOVA Elena,Athletics,ATH,Women's 100m - T36,Silver Medal
United States of America,USA,ROBERTS Jaleen,Athletics,ATH,Women's 100m - T37,Silver Medal
Colombia,COL,JIMENEZ SANCHEZ Darian Faisury,Athletics,ATH,Women's 100m - T38,Silver Medal
United States of America,USA,MASON Brittni,Athletics,ATH,Women's 100m - T47,Silver Medal
People's Republic of China,CHN,ZHOU Hongzhuan,Athletics,ATH,Women's 100m - T53,Silver Medal
Finland,FIN,KOTAJA Amanda,Athletics,ATH,Women's 100m - T54,Silver Medal
Italy,ITA,CAIRONI Martina,Athletics,ATH,Women's 100m - T63,Silver Medal
Germany,GER,BENSUSAN Irmgard,Athletics,ATH,Women's 100m - T64,Silver Medal
South Africa,RSA,COETZEE Louzanne,Athletics,ATH,Women's 1500m - T11,Silver Medal
United States of America,USA,CORSO Liza,Athletics,ATH,Women's 1500m - T13,Silver Medal
Ukraine,UKR,DANYLINA Liudmyla,Athletics,ATH,Women's 1500m - T20,Silver Medal
Switzerland,SUI,SCHAER Manuela,Athletics,ATH,Women's 1500m - T54,Silver Medal
Brazil,BRA,SIMPLICIO da SILVA Thalita Vitoria,Athletics,ATH,Women's 200m - T11,Silver Medal
Ukraine,UKR,BOTURCHUK Oksana,Athletics,ATH,Women's 200m - T12,Silver Medal
Australia,AUS,HOLT Isis,Athletics,ATH,Women's 200m - T35,Silver Medal
New Zealand,NZL,AITCHISON Danielle,Athletics,ATH,Women's 200m - T36,Silver Medal
People's Republic of China,CHN,JIANG Fenfen,Athletics,ATH,Women's 200m - T37,Silver Medal
United States of America,USA,MASON Brittni,Athletics,ATH,Women's 200m - T47,Silver Medal
Germany,GER,BENSUSAN Irmgard,Athletics,ATH,Women's 200m - T64,Silver Medal
Brazil,BRA,SIMPLICIO da SILVA Thalita Vitoria,Athletics,ATH,Women's 400m - T11,Silver Medal
Ukraine,UKR,BOTURCHUK Oksana,Athletics,ATH,Women's 400m - T12,Silver Medal
Spain,ESP,IGLESIAS FORNEIRO Adiaratou,Athletics,ATH,Women's 400m - T13,Silver Medal
Ukraine,UKR,SHULIAR Yuliia,Athletics,ATH,Women's 400m - T20,Silver Medal
Ukraine,UKR,KOBZAR Nataliia,Athletics,ATH,Women's 400m - T37,Silver Medal
RPC,RPC,GONCHAROVA Margarita,Athletics,ATH,Women's 400m - T38,Silver Medal
Venezuela,VEN,VERA ANDRADE Lisbeli Marina,Athletics,ATH,Women's 400m - T47,Silver Medal
Great Britain,GBR,KINGHORN Samantha,Athletics,ATH,Women's 400m - T53,Silver Medal
